Arches_National_Park,UT,76519
Badlands_National_Park,SD,242756
Big_Bend_National_Park,TX,801163
Biscayne_National_Park,FL,172924
Black_Canyon_of_the_Gunnison_National_Park,CO,32950
Bryce_Canyon_National_Park,UT,35835
Canyonlands_National_Park,UT,337598
Capitol_Reef_National_Park,UT,241904
Carlsbad_Caverns_National_Park,NM,46766
Channel_Islands_National_Park,CA,249561
Congaree_National_Park,SC,26546
Crater_Lake_National_Park,OR,183224
